timestamp,std
1658362830000,5.04524979102332e-07
1658362840000,1.3632540256479852e-06
1658362850000,4.577377082157989e-07
1658362860000,2.270584848795762e-06
1658362870000,4.629100498840263e-07
1658362880000,0.0
1658362890000,5.991446895178659e-07
1658362900000,0.0
1658362910000,7.197940318424736e-06
1658362920000,5.6926403229083944e-06
1658362930000,5.193684527803848e-06
1658362940000,3.207959677282716e-06
1658362950000,6.678822251456232e-06
1658362960000,1.2167659924955541e-06
1658362970000,6.413320654557378e-06
1658362980000,7.84188995684293e-06
1658362990000,8.472809790573664e-06
1658363000000,8.24369222731314e-06
1658363010000,3.755338081016938e-07
1658363020000,3.3333333333396614e-07
1658363030000,7.385489458737287e-07
1658363040000,8.397865081751064e-06
1658363050000,8.780810416978114e-06
1658363060000,5.423343615464219e-06
1658363070000,4.246773801287256e-06
1658363080000,4.9693868026980835e-06
1658363090000,8.255071097836157e-06
1658363100000,2.5213375135380636e-06
1658363110000,9.981405637387046e-06
1658363120000,4.803844614143392e-07
1658363130000,4.4721359550085774e-07
1658363140000,3.6313651960262607e-07
1658363150000,7.685331969693022e-07
1658363160000,2.581988897467198e-06
1658363170000,5.316881677181756e-06
1658363180000,3.5186577527050756e-07
1658363190000,6.502262049830725e-06
1658363200000,3.5355339059307664e-07
1658363210000,1.8337120820823944e-06
1658363220000,3.1622776601666655e-07
1658363230000,7.071067811872547e-07
1658363240000,7.071067811872547e-07
1658363250000,7.324941085408523e-06
1658363260000,0.0
1658363270000,3.158525698010693e-06
1658363280000,0.0
1658363290000,7.248714344570935e-06
1658363300000,5.721117268133308e-06
1658363310000,1.0284129116661927e-05
1658363320000,1.227256140937831e-05
1658363330000,1.673320053062875e-06
1658363340000,9.932403111978704e-06
1658363350000,8.458405014212192e-06
1658363360000,5.045249791075492e-07
1658363370000,4.033195589928501e-06
1658363380000,0.0
1658363390000,6.704578600264371e-06
1658363400000,3.834057902535669e-06
1658363410000,
1658363420000,3.6943675572868275e-06
1658363430000,3.1622776601800174e-07
1658363440000,9.145264871238683e-06
1658363450000,1.7859605741494567e-06
1658363460000,8.12547434512633e-06
1658363470000,5.694947974518331e-06
1658363480000,4.629100498840263e-07
1658363490000,1.9343810548533113e-06
1658363500000,
1658363510000,1.2526311202587185e-05
1658363520000,5.123475382985003e-07
1658363530000,4.472135954988536e-07
1658363540000,3.725424523296817e-06
1658363550000,1.6684201302322231e-06
1658363560000,6.587144767684316e-06
1658363570000,3.162277660169104e-07
1658363580000,4.553105449114401e-06
1658363590000,9.0357818090177e-06
1658363600000,5.883721765865431e-06
1658363610000,5.023279141500475e-06
1658363620000,3.5355339059675155e-07
1658363630000,5.885880541056238e-06
1658363640000,1.545001642453958e-05
1658363650000,5.260322772507726e-06
1658363660000,1.6104057232220607e-06
1658363670000,5.2716864442138794e-06
1658363680000,9.182925736007448e-06
1658363690000,1.8732482688332954e-05
1658363700000,4.668010559184257e-06
1658363710000,2.7184554438099703e-06
1658363720000,8.790516792765143e-06
1658363730000,6.5295741320431545e-06
1658363740000,2.7332946183840866e-06
1658363750000,5.149286505451177e-07
1658363760000,5.214135152378791e-06
1658363770000,1.5646735729324386e-05
1658363780000,7.379332317662092e-06
1658363790000,8.970193298711809e-06
1658363800000,7.726514985199472e-06
1658363810000,3.359421718943114e-06
1658363820000,6.136398342294771e-06
1658363830000,1.65250392761307e-06
1658363840000,9.44936379817839e-06
1658363850000,8.413159335234187e-06
1658363860000,3.53553390593901e-07
1658363870000,5.345224838273461e-07
1658363880000,2.6277867413308965e-06
1658363890000,4.117725710224788e-06
1658363900000,1.4271648057312989e-05
1658363910000,3.4721111093400106e-06
1658363920000,5.000000000005435e-06
1658363930000,9.450257102715061e-06
1658363940000,1.5566235649903155e-06
1658363950000,3.6302680553713816e-06
1658363960000,1.3944946699790267e-06
1658363970000,1.3764537769208688e-05
1658363980000,4.4095855184385645e-07
1658363990000,8.944271909946041e-07
1658364000000,4.086126352845305e-06
1658364010000,5.854722690086354e-06
1658364020000,0.0
1658364030000,1.0212037714659039e-05
1658364040000,4.4721359550279723e-07
1658364050000,9.445132413883325e-07
1658364060000,4.418561328136702e-06
1658364070000,2.799147597519883e-06
1658364080000,1.6242214252067482e-06
1658364090000,2.1908902300222223e-06
1658364100000,4.049691346262316e-06
1658364110000,5.47722557499633e-07
1658364120000,7.19286582946441e-06
1658364130000,9.598406730531666e-06
1658364140000,1.2401124093786714e-06
1658364150000,3.4156502553178536e-06
1658364160000,4.94945209326159e-06
1658364170000,7.020859856047033e-06
1658364180000,1.089131640100971e-05
1658364190000,5.123618056442323e-06
1658364200000,4.146360776912043e-06
1658364210000,4.420233199555192e-06
1658364220000,1.356202681860883e-06
1658364230000,1.995609215339026e-06
1658364240000,0.0
1658364250000,6.615831827454295e-06
1658364260000,9.181006709180079e-06
1658364270000,5.403302833592806e-06
1658364280000,5.886014040959146e-06
1658364290000,6.7537136614861534e-06
1658364300000,1.0980651740436531e-06
1658364310000,4.970781563787725e-06
1658364320000,9.05649866489192e-06
1658364330000,3.4092797488258575e-06
1658364340000,7.264831572595783e-07
1658364350000,5.773502691882001e-07
1658364360000,6.561450417322809e-06
1658364370000,5.270462766966183e-07
1658364380000,3.415650255326847e-07
1658364390000,4.629100498859892e-07
1658364400000,4.434711565219235e-06
1658364410000,6.953245216988252e-06
1658364420000,3.660903951468733e-06
1658364430000,6.98293905948792e-06
1658364440000,9.283824316489351e-06
1658364450000,3.1622776601595065e-07
1658364460000,3.217018238877794e-06
1658364470000,5.072572735045661e-07
1658364480000,6.324225907842835e-06
1658364490000,1.0811412473678848e-05
1658364500000,6.718983319086467e-06
1658364510000,3.316624790358717e-06
1658364520000,7.873762459323657e-06
1658364530000,2.5447259679774204e-06
1658364540000,1.931519927617114e-06
1658364550000,1.8683974659826177e-06
1658364560000,5.345224838239924e-07
1658364570000,6.632471827293524e-06
1658364580000,5.55795907603596e-06
1658364590000,
1658364600000,0.0
1658364610000,8.529206787334205e-06
1658364620000,8.164965809262292e-07
1658364630000,0.0
1658364640000,4.660396790578605e-06
1658364650000,4.140393356056773e-06
1658364660000,1.4008925726054926e-06
1658364670000,3.7561543701083986e-06
1658364680000,4.879500364758267e-07
1658364690000,2.309401076761814e-06
1658364700000,2.898464921479555e-06
1658364710000,0.0
1658364720000,0.0
1658364730000,9.827975696598212e-07
1658364740000,0.0
1658364750000,0.0
1658364760000,5.12989176044551e-07
1658364770000,5.477225575041831e-07
1658364780000,3.3333333333548196e-07
1658364790000,1.7494587907735606e-06
1658364800000,5.624351814515951e-06
1658364810000,5.000000000024275e-07
1658364820000,5.047065307385905e-06
1658364830000,3.497898528781428e-06
1658364840000,5.186108553162144e-06
1658364850000,2.3819977001329206e-06
1658364860000,1.4142135623753273e-06
1658364870000,3.425183799153817e-06
1658364880000,6.575205953682257e-06
1658364890000,4.42325868464776e-06
1658364900000,4.082482904639314e-07
1658364910000,2.7752034855040184e-06
1658364920000,2.6457513110672364e-06
1658364930000,5.1376553646122806e-06
1658364940000,3.6634754853276424e-07
1658364950000,5.752997501770405e-06
1658364960000,5.963904018939567e-06
1658364970000,1.6248307835210133e-05
1658364980000,5.125051594487732e-06
1658364990000,1.8467610337509445e-06
1658365000000,1.1785113019791794e-06
1658365010000,4.616739727792176e-06
1658365020000,4.923659639131822e-07
1658365030000,4.118555572047439e-06
1658365040000,5.834523688083894e-06
1658365050000,1.4329390660458912e-05
1658365060000,1.4631106043945945e-06
1658365070000,2.678544973421622e-06
1658365080000,2.501947293564456e-06
1658365090000,5.163977794923304e-07
1658365100000,5.345224838198558e-07
1658365110000,0.0
1658365120000,3.834824944247027e-07
1658365130000,4.522670168665422e-07
1658365140000,1.6868475169503065e-06
1658365150000,5.129891760408571e-07
1658365160000,7.817359599603514e-07
1658365170000,0.0
1658365180000,1.5526475085198046e-06
1658365190000,5.48735921104377e-06
1658365200000,3.3333333333019727e-07
1658365210000,1.0600682000443468e-05
1658365220000,2.973961069762403e-06
1658365230000,4.999999999981871e-07
1658365240000,3.746343246268982e-07
1658365250000,1.4227220146721198e-06
1658365260000,1.1143223437196339e-05
1658365270000,8.240697234403624e-06
1658365280000,5.789342235228692e-07
1658365290000,4.090738692445855e-07
1658365300000,6.8788415840496405e-06
1658365310000,0.0
1658365320000,1.7471781760753919e-06
1658365330000,0.0
1658365340000,4.422615041979209e-06
1658365350000,3.045272436177386e-06
1658365360000,3.099660422827433e-06
1658365370000,0.0
1658365380000,4.272001872667084e-06
1658365390000,4.926120853834729e-06
1658365400000,0.0
1658365410000,4.830458915379478e-07
1658365420000,2.2360679775003926e-07
1658365430000,7.267314002698752e-07
1658365440000,5.065241027493011e-06
1658365450000,4.37198875962373e-06
1658365460000,1.2747548783938227e-06
1658365470000,8.313702367676179e-07
1658365480000,5.188745216605939e-07
1658365490000,7.538694106534381e-06
1658365500000,1.4500221041607362e-06
1658365510000,7.071067811872547e-07
1658365520000,0.0
1658365530000,4.062019202318211e-06
1658365540000,5.477225575041831e-07
1658365550000,
1658365560000,4.131182235952924e-06
1658365570000,2.041241452324469e-06
1658365580000,1.4717859376120353e-06
1658365590000,5.270462766966183e-07
1658365600000,2.727688619505438e-06
1658365610000,
1658365620000,3.921019031310351e-06
1658365630000,5.773502691882001e-07
1658365640000,4.577288165657831e-06
1658365650000,0.0
1658365660000,1.6418993067023073e-06
1658365670000,4.466808810809615e-06
1658365680000,4.577377082102345e-07
1658365690000,
1658365700000,2.7735009811319935e-07
1658365710000,1.9315199276164024e-06
1658365720000,4.670993664971362e-07
1658365730000,8.433563896715967e-06
1658365740000,8.485281374232337e-06
1658365750000,4.068608045587491e-06
1658365760000,4.999999999915559e-07
1658365770000,2.7344602259459887e-06
1658365780000,3.9228674319782725e-06
1658365790000,0.0
1658365800000,2.8188923083635223e-06
1658365810000,3.499999999997718e-06
1658365820000,5.567764362825846e-06
1658365830000,4.276972073630744e-06
1658365840000,8.041337053262292e-06
1658365850000,5.8177447388149e-07
1658365860000,3.26598632370095e-06
1658365870000,5.997835107268662e-06
1658365880000,3.2921262488101685e-06
1658365890000,6.1569876345514594e-06
1658365900000,3.240132950745152e-06
1658365910000,2.1525179054589603e-06
1658365920000,3.079674035158736e-05
1658365930000,6.564485746680949e-06
1658365940000,3.457314546859856e-05
1658365950000,3.627199499603539e-05
1658365960000,3.0383552483686303e-05
1658365970000,2.8788337635584692e-05
1658365980000,7.928104941493933e-06
1658365990000,7.906230551425802e-06
1658366000000,4.833351872413923e-06
1658366010000,4.3442298670840774e-05
1658366020000,2.8810202077055258e-05
1658366030000,2.5968280608573225e-05
1658366040000,1.2062366047448553e-05
1658366050000,1.0295062490740735e-05
1658366060000,5.870656725575821e-06
1658366070000,4.174447420286863e-06
1658366080000,5.109385491996879e-06
1658366090000,2.3741438751227866e-06
1658366100000,1.1336909875517005e-05
1658366110000,6.471745063180993e-06
1658366120000,1.0760687023523465e-05
1658366130000,6.20360866935207e-06
1658366140000,3.0713731999366294e-06
1658366150000,6.776183783414347e-06
1658366160000,1.0777857100920956e-05
1658366170000,4.031605902590645e-06
1658366180000,9.59938269619916e-06
1658366190000,4.891950816969627e-06
1658366200000,2.6311740579194353e-06
1658366210000,2.1397383453313676e-05
1658366220000,9.712385765592709e-06
1658366230000,8.073587996007863e-06
1658366240000,7.790392146116958e-06
1658366250000,1.807392228229048e-06
1658366260000,4.381780460044445e-06
1658366270000,4.569442072448321e-06
1658366280000,6.4668586993897055e-06
1658366290000,7.173625125128623e-06
1658366300000,4.725311781096433e-06
1658366310000,1.2264371177888753e-05
1658366320000,1.187790450308605e-05
1658366330000,4.723586417225164e-06
1658366340000,5.9863745924491334e-06
1658366350000,1.757404821916253e-05
1658366360000,1.0866091809826022e-05
1658366370000,1.2960602145625018e-05
1658366380000,6.490285781375019e-06
1658366390000,4.215903954534743e-06
1658366400000,5.126344873758566e-06
1658366410000,7.44965465624762e-06
1658366420000,9.327626460387616e-06
1658366430000,4.1458902297460095e-06
1658366440000,2.6076809620782457e-06
1658366450000,3.7230513172823117e-06
1658366460000,6.156420644453584e-06
1658366470000,4.194012826606282e-06
1658366480000,5.163977794923304e-07
1658366490000,1.4339256804823513e-05
1658366500000,9.014488687067714e-06
1658366510000,9.25999657276566e-06
1658366520000,8.94706655838388e-06
1658366530000,0.0
1658366540000,9.225765773009616e-06
1658366550000,2.6926338137524444e-06
1658366560000,7.382372198680482e-06
1658366570000,1.0423749107421727e-05
1658366580000,9.283027694382922e-06
1658366590000,5.70296497655899e-06
1658366600000,6.564366617644235e-06
1658366610000,4.629100498784026e-07
1658366620000,3.3380918415867023e-06
1658366630000,5.345224838243104e-07
1658366640000,4.402019738452109e-06
1658366650000,7.932406754762957e-06
1658366660000,6.772493386236834e-06
1658366670000,1.9685019685041187e-06
1658366680000,3.4641016151375726e-06
1658366690000,7.1509694193285776e-06
1658366700000,2.3155677127799912e-06
1658366710000,7.423630790777524e-06
1658366720000,2.1823152842779164e-06
1658366730000,0.0
1658366740000,2.7080128015472344e-06
1658366750000,6.68903903734826e-06
1658366760000,3.3635038122118878e-06
1658366770000,4.716738178819879e-06
1658366780000,3.535533905929264e-07
1658366790000,3.0983866769650905e-06
1658366800000,7.189217515469469e-06
1658366810000,1.0651671724056694e-06
1658366820000,3.618522667285525e-06
1658366830000,7.062640142374784e-06
1658366840000,4.0967823631510505e-06
1658366850000,1.5023790657248272e-06
1658366860000,8.23279705618077e-06
1658366870000,1.7974340685518401e-06
1658366880000,1.5005445634557385e-06
1658366890000,4.945957945630386e-06
1658366900000,
1658366910000,1.178982612257214e-06
1658366920000,3.5327268122780703e-06
1658366930000,9.454343731036395e-07
1658366940000,1.1949010258342583e-05
1658366950000,3.6821985088555166e-06
1658366960000,3.1985573671196097e-06
1658366970000,4.087374787448728e-06
1658366980000,1.2862913567833435e-06
1658366990000,8.93816769887679e-06
1658367000000,5.3596785207866595e-06
1658367010000,5.71973641134969e-06
1658367020000,1.7817416127502916e-06
1658367030000,2.439750182371008e-06
1658367040000,5.578319375834622e-06
1658367050000,8.997354108365419e-07
1658367060000,6.363961030670573e-06
1658367070000,4.803844614145637e-07
1658367080000,7.14119582008792e-06
1658367090000,4.31158249251087e-06
1658367100000,2.0356303322712695e-06
1658367110000,3.4247870980001353e-06
1658367120000,3.33333333336783e-07
1658367130000,2.127355406525303e-06
1658367140000,1.9880595947823372e-06
1658367150000,7.537783614445342e-07
1658367160000,7.745492047564732e-06
1658367170000,2.6578260682148058e-06
1658367180000,2.2768011615950464e-06
1658367190000,2.2483204964907814e-06
1658367200000,2.8814287391786513e-06
1658367210000,4.082482904639314e-07
1658367220000,4.830458915313696e-07
1658367230000,8.157205403811174e-06
1658367240000,4.4839886090543866e-06
1658367250000,4.6291004988152797e-07
1658367260000,4.2906320990716706e-06
1658367270000,5.000000000028131e-07
1658367280000,7.595685910066734e-06
1658367290000,9.569009043036882e-06
1658367300000,0.0
1658367310000,3.2373785930941963e-06
1658367320000,8.320502943376836e-06
1658367330000,2.137330535549525e-06
1658367340000,5.773502691882001e-07
1658367350000,2.511307760243006e-06
1658367360000,2.2614786566067152e-06
1658367370000,5.303188618541819e-06
1658367380000,4.578937285733874e-06
1658367390000,4.1885390828567685e-07
1658367400000,4.6709936648867043e-07
1658367410000,3.7796447300523414e-07
1658367420000,3.7553380809480625e-07
1658367430000,0.0
1658367440000,0.0
1658367450000,1.363108402197522e-06
1658367460000,4.108714940408912e-06
1658367470000,6.060473969030332e-06
1658367480000,3.631365196021749e-07
1658367490000,9.413009246943342e-06
1658367500000,9.433340286529726e-06
1658367510000,8.925823753057781e-07
1658367520000,8.819306023146683e-06
1658367530000,9.568368476593146e-06
1658367540000,5.5972621853634865e-06
1658367550000,6.894210748446123e-06
1658367560000,3.244709313358948e-06
1658367570000,5.976143046673511e-07
1658367580000,4.670993664971362e-07
1658367590000,3.33333333336783e-07
1658367600000,0.0
1658367610000,5.1234753830027e-07
1658367620000,2.065591117977026e-06
1658367630000,1.5491933384844828e-06
1658367640000,7.26956400662985e-06
1658367650000,1.1672617529916858e-06
1658367660000,8.17090180847543e-06
1658367670000,1.7481793150580632e-05
1658367680000,6.898550572394232e-06
1658367690000,5.373193847351056e-06
1658367700000,5.019193928532224e-06
1658367710000,4.189255011320091e-06
1658367720000,2.3855626361330257e-06
1658367730000,6.591239977762039e-06
1658367740000,2.3118054512481404e-06
1658367750000,9.785507530812113e-06
1658367760000,8.201995322648745e-07
1658367770000,
1658367780000,7.071067811872547e-07
1658367790000,5.163977794923304e-07
1658367800000,5.477225575053972e-07
1658367810000,4.6966821831685347e-07
1658367820000,0.0
1658367830000,5.000000000024275e-07
1658367840000,3.1411250638304127e-06
1658367850000,4.767312946303427e-07
1658367860000,2.672612419128224e-07
1658367870000,4.85684391414717e-06
1658367880000,4.0824829046540443e-07
1658367890000,2.14476105896069e-06
1658367900000,1.8160340850331219e-06
1658367910000,1.3077250963110618e-06
1658367920000,4.1403933560695744e-07
1658367930000,5.5987511547379225e-06
1658367940000,4.2163702135571795e-07
1658367950000,5.77274764601697e-06
1658367960000,5.366968215459619e-07
1658367970000,4.9941141827710085e-06
1658367980000,7.666142961043463e-06
1658367990000,2.9993411661264708e-06
1658368000000,4.355421560486593e-06
1658368010000,2.528933104190828e-06
1658368020000,3.825124696972774e-06
1658368030000,7.0628755140013685e-06
1658368040000,3.3040379336003413e-06
1658368050000,3.960847344731729e-06
1658368060000,1.1169686869416624e-06
1658368070000,0.0
1658368080000,7.559289460158947e-07
1658368090000,1.0786096109330609e-06
1658368100000,0.0
1658368110000,7.071067811872547e-07
1658368120000,5.000000000024275e-07
1658368130000,1.4606615115364384e-05
1658368140000,5.381535054255774e-06
1658368150000,6.061847020906267e-06
1658368160000,9.813276479176768e-06
1658368170000,8.831438274387838e-06
1658368180000,4.0824829046534774e-07
1658368190000,1.745743121880145e-06
1658368200000,1.7856107630397463e-06
1658368210000,2.332380757934031e-06
1658368220000,0.0
1658368230000,1.7430206729345262e-05
1658368240000,1.1495975649759599e-05
1658368250000,1.0496238323560264e-05
1658368260000,1.3411810715430976e-05
1658368270000,1.1507250180758122e-05
1658368280000,1.3625547899280481e-05
1658368290000,4.095088265113373e-06
1658368300000,3.469971621313582e-06
1658368310000,3.976784481812017e-06
1658368320000,9.12414379544737e-06
1658368330000,2.387020968074296e-06
1658368340000,5.834791216907279e-06
1658368350000,8.126081817179444e-06
1658368360000,3.7089213473741935e-06
1658368370000,1.103463557345277e-05
1658368380000,9.739979539313036e-06
1658368390000,2.474633209953846e-06
1658368400000,4.6709936648721745e-07
1658368410000,2.872281323267659e-06
1658368420000,
1658368430000,9.347908814777491e-06
1658368440000,4.2322292832411125e-06
1658368450000,1.0681610125429556e-05
1658368460000,4.75270820628226e-06
1658368470000,5.526702854731914e-06
1658368480000,7.051219537760925e-06
1658368490000,6.400520812136929e-06
1658368500000,5.610983060407678e-06
1658368510000,5.773502691871037e-07
1658368520000,5.16397779493815e-07
1658368530000,2.828427124749019e-06
1658368540000,0.0
1658368550000,9.075048552968885e-06
1658368560000,4.657500154837199e-06
1658368570000,5.5136195008400035e-06
1658368580000,2.149935399551556e-06
1658368590000,5.773502691912048e-07
1658368600000,8.25337988765711e-06
1658368610000,4.837252813173194e-07
1658368620000,6.68925659890691e-06
1658368630000,3.053001199890349e-06
1658368640000,1.1093975033828859e-05
1658368650000,5.092927301348595e-06
1658368660000,0.0
1658368670000,8.610624666233501e-06
1658368680000,3.7007077830138206e-06
1658368690000,5.343723852836173e-06
1658368700000,7.2576396530437284e-06
1658368710000,3.535533905929264e-07
1658368720000,9.206774999006552e-06
1658368730000,
1658368740000,0.0
1658368750000,1.932183566162386e-06
1658368760000,0.0
1658368770000,3.631365196014172e-07
1658368780000,7.125967426579496e-06
1658368790000,5.399999999998075e-06
1658368800000,5.886847268286652e-06
1658368810000,1.9148542155095383e-06
1658368820000,2.476556749468735e-06
1658368830000,4.020779360606291e-06
1658368840000,1.491735474294993e-06
1658368850000,1.3514572806970682e-06
1658368860000,5.061387858958329e-06
1658368870000,4.4721359550279723e-07
1658368880000,2.0970064132970763e-06
1658368890000,1.000000000001e-06
1658368900000,1.3026778945595408e-06
1658368910000,0.0
1658368920000,1.7638342073785683e-06
1658368930000,0.0
1658368940000,1.6815997674208083e-06
1658368950000,1.9110661718136438e-06
1658368960000,5.28204505850004e-06
1658368970000,5.000000000011238e-07
1658368980000,6.704004636108827e-06
1658368990000,4.244815842686011e-06
1658369000000,5.163977794942984e-07
1658369010000,2.382522044020527e-06
1658369020000,9.453187033916338e-06
1658369030000,9.138191065403553e-06
1658369040000,3.6749049114645708e-06
1658369050000,9.701425001457609e-07
1658369060000,4.4095855184654e-07
1658369070000,
1658369080000,4.082482904670474e-07
1658369090000,5.83592075120257e-07
1658369100000,4.2725338447515864e-06
1658369110000,2.795600939939246e-06
1658369120000,4.548879828297725e-06
1658369130000,5.439056290701529e-07
1658369140000,7.669649888454022e-07
1658369150000,4.923659639162707e-07
1658369160000,1.0283443311911509e-05
1658369170000,4.014260294788215e-06
1658369180000,5.02090866372709e-06
1658369190000,4.629100498854181e-07
1658369200000,7.071067811872547e-07
1658369210000,2.715597661551476e-06
1658369220000,3.4156502553594444e-07
1658369230000,5.773502691882001e-07
1658369240000,1.522002776150511e-06
1658369250000,3.6836482010776988e-06
1658369260000,7.527726527021523e-07
1658369270000,6.324555320258491e-07
1658369280000,7.295318696042957e-06
1658369290000,9.831920802478885e-07
1658369300000,4.5226701686760583e-07
1658369310000,1.8688625039842862e-06
1658369320000,2.5709625599850085e-06
1658369330000,5.250863984210726e-06
1658369340000,4.829444006484203e-06
1658369350000,2.9648737225130436e-06
1658369360000,4.879500364728811e-07
1658369370000,
1658369380000,8.742738922727976e-06
1658369390000,
1658369400000,2.9358214555808007e-06
1658369410000,5.773502691882001e-07
1658369420000,0.0
1658369430000,5.270462766966055e-07
1658369440000,0.0
1658369450000,8.338093878376351e-07
1658369460000,5.773502691912048e-07
1658369470000,4.577177017602503e-06
1658369480000,3.4216651221035575e-06
1658369490000,0.0
1658369500000,6.1280968847214865e-06
1658369510000,5.773502691902031e-07
1658369520000,4.0824829046534774e-07
1658369530000,3.903600291788387e-06
1658369540000,0.0
1658369550000,4.688072309400725e-07
1658369560000,7.396643744355813e-06
1658369570000,3.620139928945603e-07
1658369580000,4.6880723093343056e-07
1658369590000,5.477225574977327e-07
1658369600000,4.999999999947177e-07
1658369610000,0.0
1658369620000,4.7463436219688544e-06
1658369630000,1.3327625810918296e-05
1658369640000,2.294520022663406e-06
1658369650000,3.430631249377304e-06
1658369660000,7.14554571249783e-06
1658369670000,1.0660035817805815e-06
1658369680000,9.671755639120045e-06
1658369690000,1.8649455697178741e-06
1658369700000,2.1870832936451143e-06
1658369710000,9.962049198964603e-07
1658369720000,4.462542516794837e-06
1658369730000,4.029747684006743e-06
1658369740000,4.124157210873737e-06
1658369750000,0.0
1658369760000,4.6880723093852445e-07
1658369770000,2.11308217519415e-06
1658369780000,5.477225575017021e-07
1658369790000,3.893829061725652e-06
1658369800000,5.477225575087226e-07
1658369810000,6.339908867201148e-06
1658369820000,5.656694123401675e-06
1658369830000,4.852561023306038e-06
1658369840000,1.0711123289577032e-05
1658369850000,8.59691669985181e-06
1658369860000,1.0293851503506781e-05
1658369870000,2.10818510677593e-06
1658369880000,6.653319973259035e-06
1658369890000,3.321055820817963e-07
1658369900000,5.270462766907574e-07
1658369910000,4.795831523307292e-06
1658369920000,5.038966228745577e-07
